Date,Open,High,Low,Close,Volume
2016-03-30,7.187479849141052,7.196223107866765,7.056320961664541,7.0738091468811035,134300
2016-03-31,7.047577831970811,7.082553369161723,6.863955636306583,6.907675266265869,327600
2016-04-01,6.837724251991191,7.04757789392268,6.776516852898404,7.021345615386963,129400
2016-04-04,6.995113632537523,7.012601816882479,6.863955168539191,6.87269926071167,94300
2016-04-05,6.828979645959465,6.863955180829477,6.724053041349428,6.802748203277588,126700
2016-04-06,6.802747798398594,6.960137695946277,6.750284082274794,6.9513936042785645,94500
2016-04-07,6.890187350818014,6.977626191931687,6.776516648899596,6.89893102645874,240300
2016-04-08,6.977626053623182,7.161247407851565,6.890187214242696,7.135015964508057,242800
2016-04-11,7.152503695457301,7.231198854376708,6.951393752231871,6.960137844085693,107300
2016-04-12,6.951394531739485,7.126272219013684,6.951394531739485,7.056321144104004,107800
2016-04-13,7.082553050424526,7.3011503565008065,7.03883342243276,7.274918079376221,158100
2016-04-14,7.257430535526795,7.414820024676445,7.257430535526795,7.362357139587402,121700
2016-04-15,7.309893432584125,7.397332686385721,7.012601804200251,7.29240608215332,86300
2016-04-18,7.274917724430975,7.467283577879632,7.213710748558336,7.4585394859313965,154700
2016-04-19,7.51974726227064,7.58095423787129,7.458539452787488,7.484771728515625,116200
2016-04-20,7.476027340464373,7.528490222077475,7.371100743355703,7.467283248901367,121600
2016-04-21,7.449796563613644,7.476028006758046,7.292406236982146,7.414820194244385,122600
2016-04-22,7.38858869113966,7.6946252495767755,7.3623572482081325,7.580954551696777,197400
2016-04-25,7.458540650012814,7.685882072853906,7.143760795690049,7.257431507110596,172200
2016-04-26,7.274917250799489,7.60718521825768,7.248685810545077,7.563465595245361,121700
2016-04-27,7.537235063654925,7.650905763637734,7.414820271239003,7.624674320220947,95500
2016-04-28,7.615930574703052,7.668394297808964,7.5022598695423985,7.5459794998168945,121200
2016-04-29,7.53723382671231,7.659648599038627,7.467282766492247,7.607184886932373,154300
2016-05-02,7.598441922133074,7.598441922133074,7.397332802663721,7.476027965545654,153100
2016-05-03,7.406077588097088,7.493516017574011,7.274918693057779,7.318638324737549,67100
2016-05-04,7.283661853085505,7.371101105243503,7.178735250825412,7.213710784912109,101700
2016-05-05,7.231199611278881,7.292406592897285,7.091296628621328,7.1525044441223145,89700
2016-05-06,7.135015482996096,7.187479200025107,7.038832974639148,7.1699910163879395,161000
2016-05-09,7.1350167235258946,7.257431528622247,6.995114565634428,7.187480449676514,85200
2016-05-10,7.213710296076758,7.362356514342875,7.161246581560648,7.353612422943115,64500
2016-05-11,7.309892962174271,7.344868494667643,7.204966364694159,7.22245454788208,79700
2016-05-12,7.231198968896712,7.336125571156805,7.082552740557619,7.213710784912109,132200
2016-05-13,7.204967057642917,7.24868668593505,6.9863697500648,7.030089378356934,93600
2016-05-16,7.021345554233843,7.257431055703543,6.995114109809181,7.1525044441223145,116600
2016-05-17,7.143760413572537,7.266175211758112,6.951394540390232,7.021345615386963,116600
2016-05-18,7.003858037201999,7.169991626478856,6.925162871903596,6.968882083892822,173400
2016-05-19,6.933907048222871,6.968882587116351,6.199420314518465,6.365554332733154,501300
2016-05-20,6.418017962685846,6.715310058177997,6.418017962685846,6.566664218902588,247800
2016-05-23,6.4180166506292196,6.7240527771895815,6.4180166506292196,6.575406551361084,181400
2016-05-24,6.645357838308859,6.776516301730608,6.6103823036552285,6.697821140289307,219300
2016-05-25,6.724052420429553,6.881442312810736,6.724052420429553,6.828979015350342,285500
2016-05-26,6.811491632455818,6.9076745583443255,6.7940038656525665,6.85521125793457,175000
2016-05-27,6.846467383207902,6.977625846862793,6.8114918484921,6.977625846862793,175600
2016-05-31,6.995113944639384,7.126271997548347,6.898931011157034,6.968882083892822,242800
2016-06-01,6.356810996758293,6.435506177113399,5.561116766737065,5.6048359870910645,2400000
2016-06-02,5.674786739895917,5.727250468345383,5.386238318130544,5.438701629638672,1646100
2016-06-03,5.42995629546696,5.5348828864563675,5.21135902243509,5.246334552764893,1378900
2016-06-06,5.333773761103061,5.4474444512974625,5.176383863331672,5.342517852783203,2127200
2016-06-07,5.421212561409187,5.6398098488360295,5.30754228882257,5.622322082519531,709200
2016-06-08,5.622323140730687,5.797201253751762,5.622323140730687,5.770969390869141,567400
2016-06-09,5.770970027632044,5.83217743648418,5.683531169944251,5.744738578796387,326600
2016-06-10,5.6835299482119455,5.735993251547104,5.639810320295345,5.6572980880737305,373800
2016-06-13,5.648554199403494,5.657297874491947,5.491164295340012,5.499907970428467,275300
2016-06-14,5.4736762046813965,5.604834241844456,5.386236957317715,5.4736762046813965,203100
2016-06-15,5.499908117971312,5.613578815759388,5.447444815209416,5.508652210235596,225100
2016-06-16,5.447444581892153,5.526139741135071,5.394981281377291,5.491164207458496,217300
2016-06-17,5.508653068647622,5.875896245208309,5.499908975020749,5.78845739364624,666400
2016-06-20,5.867151227891739,5.867151227891739,5.613578407831901,5.622322082519531,379600
2016-06-21,5.65729860473884,5.753481544774715,5.604835296612357,5.727250099182129,287300
2016-06-22,5.762226733396855,5.762226733396855,5.604836362154425,5.631068229675293,310900
2016-06-23,5.693240209132819,5.826467446987496,5.684358619151954,5.71988582611084,504400
2016-06-24,5.3734947241404845,5.5955399536749235,5.3734947241404845,5.542248725891113,654200
2016-06-27,5.471193330045918,5.56889333194462,5.373493751664804,5.488956928253174,510400
