Date,Open,High,Low,Close,Volume
2016-03-30,54.74991116050817,55.39472099962519,53.510546859426626,53.97111892700195,786200
2016-03-31,54.071622958224275,54.61594133511304,53.652917497377274,54.24747848510742,606600
2016-04-01,53.627782136260485,53.84551070773758,52.35491748556367,53.76176452636719,565900
2016-04-04,53.67803025084786,54.60755673695169,53.20070635708676,53.27607345581055,703800
2016-04-05,52.52241522923922,52.66477355583008,52.128831064832816,52.329811096191406,1065800
2016-04-06,52.22093634521486,52.48053164053321,50.33676210488893,51.726863861083984,1026700
2016-04-07,51.383524997491655,51.634747587833814,50.44562583612893,50.646602630615234,1111200
2016-04-08,51.249547268748906,53.02485746670432,51.249547268748906,51.87760543823242,663800
2016-04-11,51.777109937548275,53.20908160126863,51.70174283974886,52.078575134277344,618500
2016-04-12,52.195818292085924,52.73176070934561,51.62637867513032,52.413543701171875,522600
2016-04-13,52.899246469368826,55.084889489381844,52.82388255299377,54.85879135131836,694000
2016-04-14,55.00113697983825,55.65431632674567,54.59917701846769,55.23561096191406,633900
2016-04-15,55.18536744954573,55.846922681706594,55.03463326514279,55.453338623046875,471700
2016-04-18,55.168619731027285,56.156764704202146,54.724793041107056,55.8050537109375,457300
2016-04-19,56.27399633761001,57.37937820316867,56.1232621564458,56.59221649169922,530300
2016-04-20,56.491727160621586,57.253773992710585,56.4498604574233,57.00254821777344,689800
2016-04-21,56.36611182457138,56.95230314431457,55.001134692015064,55.210487365722656,852600
2016-04-22,55.50358082290023,56.46660441695039,55.377967938643835,56.25725173950195,630000
2016-04-25,56.039538422933965,56.15677544310818,54.314473935566184,54.64106369018555,802200
2016-04-26,56.5168631724559,58.535026626713055,54.85041717245509,58.15818786621094,1473800
2016-04-27,58.55177161618471,60.20984809488156,58.32567347264983,59.80788803100586,1655200
2016-04-28,59.14632381498933,60.033983627142156,58.82811000395342,59.1798210144043,1103400
2016-04-29,58.67737536604667,59.46454357411887,56.793201038251475,57.714351654052734,937900
2016-05-02,58.116304270745495,58.250286661450495,57.077916784269256,57.555240631103516,781600
2016-05-03,56.69270833084604,56.89369152191107,55.54545962930217,56.818321228027344,718500
2016-05-04,56.56709249846353,57.2705143844318,56.09813818554839,56.60895919799805,1278400
2016-05-05,56.91042754596624,57.38775136542651,56.35773983398207,56.60895919799805,954700
2016-05-06,56.31586443254052,57.739459936970846,56.31586443254052,57.613853454589844,543900
2016-05-09,57.29565104770733,57.91533970079705,56.89369740190979,57.488258361816406,553000
2016-05-10,57.764592104242475,59.30542470440309,57.58873023739217,59.07932662963867,490200
2016-05-11,58.95373021370532,59.364059776771334,58.35916922548443,58.710880279541016,725600
2016-05-12,58.97047072883498,59.598528868520226,57.186787912146485,57.312400817871094,880000
2016-05-13,56.90206807883438,57.4966354398848,54.55732139304573,54.8839111328125,1295000
2016-05-16,54.83366224073261,55.73806105319101,53.66965534569663,54.62430953979492,836400
2016-05-17,54.58243722592016,56.6340911689243,54.440078920588235,55.176998138427734,703300
2016-05-18,55.03463337165687,55.61244881114256,54.280962448183516,54.808528900146484,1008700
2016-05-19,54.32820625228648,56.37594249042873,54.14281348870954,56.198978424072266,1055100
2016-05-20,56.48548320123678,57.9096306912049,56.48548320123678,57.31974411010742,759100
2016-05-23,57.19334190966817,57.32816889409335,56.37593201982898,56.69615173339844,570600
2016-05-24,57.066947677159455,57.84222066038312,56.51919808473823,57.24391174316406,536800
2016-05-25,57.41245259926836,58.46581482798158,57.37874423644401,58.33941650390625,628500
2016-05-26,58.558509677870184,59.139967670170805,58.263569547432425,58.31412887573242,643300
2016-05-27,58.38154988288605,58.760764160595826,58.10346069840818,58.58379364013672,355100
2016-05-31,58.55850271745874,59.291645036728866,58.22142556736171,58.66805648803711,415500
2016-06-01,58.23828413580312,58.49951587852262,57.01638667491484,58.364688873291016,443700
2016-06-02,58.01918140294037,58.44895492674029,57.41244382327267,58.13715744018555,483900
2016-06-03,58.128744863990185,58.128744863990185,56.755156384010185,57.30290603637695,1213300
2016-06-06,57.71582140788528,58.74390397129198,57.41245257182386,58.4995231628418,700600
2016-06-07,58.769171317029105,59.14838549722223,58.4068145293129,58.82815933227539,420800
2016-06-08,59.06411846738837,59.62872545718198,58.752327390548146,58.81974411010742,556800
2016-06-09,58.16243612020739,58.56692997623454,56.628741232674464,57.01638412475586,1021700
2016-06-10,56.460212782434766,56.46864148004448,55.08663081582637,55.37314224243164,813800
2016-06-13,55.373137147801565,55.819761641837026,54.859095937516095,55.010780334472656,780200
2016-06-14,54.901228495447924,55.39841227133999,53.418093005492736,54.07538986206055,921600
2016-06-15,54.30292535670461,55.524822828223805,54.151240956241836,54.286067962646484,461100
2016-06-16,53.595068427152896,53.89843726062008,52.59226875173093,53.763607025146484,588000
2016-06-17,53.9489987039249,55.2888788424471,53.82259716143112,54.977081298828125,737100
2016-06-20,55.85347375153666,56.9573952301283,55.84504505413629,55.89561080932617,578700
2016-06-21,54.715850212840465,55.23832021521359,53.51080351432571,54.86753463745117,890600
2016-06-22,54.96022439910192,55.61752135001908,54.48832021469212,54.94336700439453,437200
2016-06-23,55.642792323290614,55.92088142962328,55.24672718927948,55.49110794067383,690900
2016-06-24,52.62597503041779,53.60349500254604,51.31980657324905,51.46306228637695,1185200
2016-06-27,50.696214629336936,50.85632452267718,48.01646099899375,48.176570892333984,1499300
2016-06-28,49.27206448247751,49.82823951858475,48.99397535712095,49.71868896484375,978300
2016-06-29,50.56980641798519,51.345082597259356,50.02206005327992,50.93216323852539,703200
2016-06-30,51.17655387192109,51.57261912751942,49.954652954446374,51.522056579589844,508700
2016-07-01,51.412497436797786,53.097876845131644,51.412497436797786,52.27204132080078,661500
2016-07-05,51.82541503262908,51.82541503262908,50.4012706385841,51.01643371582031,744000
2016-07-06,50.71307416370602,51.783290632232195,50.19903285370615,51.648460388183594,786500
2016-07-07,51.993953199311875,53.33382990106728,51.892831339162214,52.34788131713867,841600
2016-07-08,52.93776352997614,54.69898824080608,52.836641672115185,54.471458435058594,692300
2016-07-11,54.88437198495429,55.50796692538851,54.547301284322444,55.255157470703125,590100
2016-07-12,55.98830539416712,56.85627475135898,55.83662099189588,56.51076889038086,754200
2016-07-13,56.595035423775755,57.15120720481039,55.786047767197815,56.9742431640625,639500
2016-07-14,57.86751105641043,57.86751105641043,56.75516070004706,57.10908889770508,400800
2016-07-15,57.30289425347325,57.50513796242391,56.70458539380267,57.27761459350586,467700
2016-07-18,56.82257142756628,57.65683249938277,56.4517858715533,57.336612701416016,504300
2016-07-19,56.92369367556574,57.35346080764279,56.460211753664126,56.74672317504883,439500
2016-07-20,56.85627828854467,57.65683097692897,56.56133816278269,57.15121841430664,488000
2016-07-21,57.02480586815584,57.37873397067023,56.47705632138165,56.906829833984375,866300
2016-07-22,56.99953126448748,58.373113172317076,56.88998391709899,58.35626220703125,905800
2016-07-25,58.213002082761705,58.47423381474982,57.825365618478386,58.04446029663086,726000
2016-07-26,58.21300061569378,58.80288077925636,57.943340193892084,58.78602981567383,1112400
2016-07-27,57.82537146927008,58.002335540703946,54.092255715809564,54.370338439941406,2043100
2016-07-28,53.74675351167005,55.54168687018774,52.828221516529275,55.297306060791016,1049900
2016-07-29,55.02764774001526,56.030444252534934,54.71585019253864,55.533260345458984,667700
2016-08-01,55.448983248296734,55.7607743136975,54.51359719367042,54.9012336730957,782900
2016-08-02,54.859093251123255,54.859093251123255,52.42372075145357,52.88719940185547,1301800
2016-08-03,52.97147252376337,53.637198126440396,52.87877614685822,53.58663558959961,1047300
2016-08-04,53.12315960385663,53.81416490256581,52.77765695450204,53.78045654296875,810200
2016-08-05,54.35348434957728,55.45740577281774,54.35348434957728,55.34785842895508,821300
2016-08-08,55.46582736914658,56.1989696112666,55.46582736914658,55.61751174926758,721800
2016-08-09,55.61751664613691,55.68493336084003,54.85909467875633,55.11190414428711,593800
2016-08-10,55.19617674096343,55.971449741489664,54.951795950299484,55.22988510131836,791800
2016-08-11,55.44056117021906,55.735501306166285,55.128763638381834,55.44898986816406,235000
2016-08-12,55.44898256088581,55.44898256088581,54.808536614934546,55.010780334472656,485100
2016-08-15,55.221453271360375,55.735494486491184,55.103477231416775,55.12033462524414,378300
2016-08-16,55.10348216693741,55.137190528399344,54.36191750241246,54.77483367919922,435900
2016-08-17,54.69899078865889,55.01921055590192,54.14281250800234,54.73269271850586,372400
2016-08-18,54.84299927084712,55.69992295500347,54.77512271757318,55.691436767578125,630900
2016-08-19,55.47082688789153,56.132613401896094,55.419922722607616,56.107154846191406,513400
2016-08-22,55.691431518744224,55.742335692369835,55.122980003045605,55.41144561767578,618100
2016-08-23,55.70839823497038,55.94595965185128,55.31811136659389,55.5896110534668,439300
2016-08-24,55.5726476402793,56.08170876679894,55.5726476402793,55.70840072631836,363200
2016-08-25,55.58113304005296,55.776270007144014,54.698757412473284,54.783599853515625,916700
2016-08-26,54.82602174937061,55.343569030534,54.23211174369207,54.46967315673828,460700
2016-08-29,54.5375575486779,54.88542000577335,54.35090027638902,54.792091369628906,479300
2016-08-30,54.8175403248589,55.80172433196808,54.613917163571415,55.75082015991211,580200
2016-08-31,55.65748759345081,55.92898728032371,54.72420782439164,55.5896110534668,805100
2016-09-01,55.767789931585696,56.45502211454265,54.80056539618918,55.945960998535156,583600
2016-09-02,56.70108000180333,56.75198418071293,56.073231587617414,56.45503234863281,437400
2016-09-06,56.76894826773501,56.76894826773501,55.878086428491706,56.59077072143555,489000
2016-09-07,56.52290792570137,57.651324868104005,56.39564100756238,57.642845153808594,670500
2016-09-08,57.61738246303428,57.94827250547234,57.252554150466274,57.35436248779297,512100
2016-09-09,56.785915524948216,57.01499077513917,55.08904072243736,55.10600662231445,612100
2016-09-12,54.08787824090814,55.98837599330752,54.08787824090814,55.65748596191406,577400
2016-09-13,54.86843851670996,55.28417745340028,54.147268107909696,54.5120964050293,715300
2016-09-14,54.60543261846308,55.57265075497945,54.48665189805326,55.21630859375,699100
2016-09-15,55.19933138845562,56.17503562617941,54.64785229471294,56.08170700073242,621200
2016-09-16,55.50477084908354,56.22594131451712,55.402962508072875,56.09019470214844,571200
2016-09-19,56.62470600196636,56.887725977854764,55.13146095095382,55.369022369384766,914500
2016-09-20,55.61507575871846,55.65749374610021,53.77396486477144,53.782447814941406,847400
2016-09-21,54.31695623912202,54.961770436870665,53.90970993648529,54.613914489746094,765800
2016-09-22,55.27569354460814,55.47931669208904,54.69026971340449,54.77511215209961,754800
2016-09-23,54.6223966448774,54.8854166365312,54.028493063201516,54.06243133544922,670100
2016-09-26,53.773958968647854,54.35089337637243,53.197021324391706,54.01152038574219,405900
2016-09-27,53.9012240482124,54.452709622764246,53.561851048630345,54.4272575378418,711300
2016-09-28,54.46967426657777,55.29265951644434,54.00303761660427,55.20781707763672,398300
2016-09-29,55.148428361361454,55.57264704106423,54.40180581538736,54.67330551147461,533400
2016-09-30,55.43690132408636,56.16655806799202,54.98723049953002,55.95444869995117,812700
2016-10-03,55.65749307319408,56.259882860468245,55.53022616645982,56.192012786865234,404600
2016-10-04,56.42108666633627,57.074380611166916,55.496293014514976,55.640525817871094,881500
2016-10-05,55.84414785394234,57.574960878510694,55.61507261046958,56.777427673339844,1034600
2016-10-06,56.71803623005563,57.125289011065746,56.30230373604983,56.981056213378906,599200
2016-10-07,56.8453136894031,56.8453136894031,55.92899961669514,56.40412902832031,441700
2016-10-10,56.85378894804436,57.25255554042343,56.667131694329626,57.20164489746094,453000
2016-10-11,56.99801940829762,57.17619046870435,55.74232932673108,56.03928756713867,585700
2016-10-12,55.99686516821692,56.34472758921107,55.57264649270012,55.945960998535156,328600
2016-10-13,55.258733938677906,55.258733938677906,53.61276629741432,53.90972137451172,997000
2016-10-14,54.53755258886434,54.681785386856426,53.21399237564124,53.29035186767578,701300
2016-10-17,52.984914626677586,53.26489727695879,52.72189787571984,53.078243255615234,733900
2016-10-18,53.714570362846125,53.90971056703016,53.315803768430406,53.4006462097168,354200
2016-10-19,53.59579260821744,53.89274766010363,53.417621519004946,53.68912124633789,559000
2016-10-20,53.3921696273694,54.27454536271305,53.3921696273694,53.578826904296875,504700
2016-10-21,52.900070289427426,54.74966406965242,52.62857058192026,54.66482162475586,778800
2016-10-24,55.16539689835358,55.996868398479,55.063588553117086,55.615074157714844,1402400
2016-10-25,53.13763564379657,56.81985411528313,53.13763564379657,56.05625915527344,1843800
2016-10-26,55.49629534098204,58.76277814819709,55.41144641962631,58.72883987426758,2070400
2016-10-27,59.00033849933715,59.00033849933715,58.10947662612116,58.69490051269531,1080600
2016-10-28,58.856111801265456,59.38213890936189,57.93131155876411,58.49128341674805,899200
2016-10-31,58.61005244695167,59.229408074384224,58.44036109671709,58.87306594848633,936600
2016-11-01,58.89852477085127,59.39062003323339,58.27068288581497,58.72883987426758,758900
2016-11-02,58.499754957308575,59.10215119541795,58.15189899633889,58.35552215576172,693500
2016-11-03,58.69489614951731,59.05123828308894,58.40642408443794,58.55914306640625,825100
2016-11-04,58.635502822097024,59.39061150770712,58.13492144482504,58.508235931396484,664800
2016-11-07,59.54333660777468,60.66327370964559,59.17850826919972,60.612369537353516,866600
2016-11-08,60.171156290911135,62.28376928530922,59.76391011653984,61.944393157958984,994300
2016-11-09,60.985685999438374,64.90546963307224,60.52752896643718,64.83759307861328,1503500
2016-11-10,65.32119065155156,67.88347510828036,65.21089612485578,67.41683197021484,1594200
2016-11-11,67.15382666554396,67.80712066560315,65.43149964686921,65.98297882080078,1456300
2016-11-14,66.55143182127193,68.00225900055113,66.38174045719433,67.3574447631836,1466700
2016-11-15,66.04236645723783,67.50167987281772,65.77086673850651,67.34896087646484,766700
2016-11-16,66.55143112352704,67.43380678828845,66.05933588245678,66.86534881591797,655300
2016-11-17,67.16397928522419,67.58204592472731,65.77325758189117,67.14691162109375,602500
2016-11-18,67.14690837788655,67.55644767495023,66.87388434964618,67.19810485839844,401100
2016-11-21,67.79534616051149,68.00011256423043,66.81416377402299,67.14691162109375,638600
2016-11-22,67.47111600326865,67.82092492137264,66.63497641489938,67.41139221191406,566600
2016-11-23,67.09571377956793,68.99835452378935,67.09571377956793,68.75945281982422,458500
2016-11-25,69.02394984668356,69.62972166712235,68.68266820589113,69.5870590209961,351700
2016-11-28,69.40788390645471,69.46760770218891,67.46258712036273,67.59056854248047,785400
2016-11-29,67.47112977172301,67.69295732236141,67.00186666574491,67.03599548339844,487000
2016-11-30,67.65884217777176,68.2219514551606,66.68619355458523,66.8056411743164,901000
2016-12-01,67.22369417066638,68.00863737193704,66.84828372249095,67.94891357421875,768400
2016-12-02,67.99157560592053,68.05982672455,67.40286495557719,67.61616516113281,388000
2016-12-05,68.170750613354,68.93009886465673,67.92332158065673,68.49496459960938,659800
2016-12-06,68.33284677812694,70.04778215431654,68.0000989974431,69.96246337890625,551800
2016-12-07,70.14164257440115,72.28317857563087,69.57853338643437,72.15519714355469,648600
2016-12-08,72.24904215835403,72.88040891158856,71.08868857924958,72.25757598876953,391200
2016-12-09,72.12107490446243,72.5988653510837,69.7918399677771,70.16724395751953,659800
2016-12-12,70.4658500350775,70.4829176961236,68.6911973412043,69.36522674560547,480000
2016-12-13,69.89421228058592,69.89421228058592,67.90625273183161,68.94715881347656,472100
2016-12-14,68.67414126469419,69.5955998344597,67.83800799574168,68.28166961669922,761800
2016-12-15,67.17251675155896,67.89773629058075,65.75619998480919,66.03775787353516,1494700
2016-12-16,66.370479537585,66.59231352986315,65.06508358079456,65.38929748535156,1294800
2016-12-19,65.55141168604187,66.68617018523295,64.93710613732476,65.87562561035156,463300
2016-12-20,66.11453157239588,66.95920509464466,65.83298024105214,66.17425537109375,383900
2016-12-21,66.1827878199213,66.37902687406199,65.0736241422337,65.65380096435547,408500
2016-12-22,65.63674129857452,65.91829913982069,64.45079264419252,64.80913543701172,400100
2016-12-23,64.89444989418986,65.16747388615,64.51051214310402,64.96270751953125,271000
2016-12-27,65.18453716714309,65.96094644766335,64.77499795201896,65.46609497070312,357700
2016-12-28,65.4831558638209,65.55141348430747,63.88766815932311,64.14363098144531,325800
2016-12-29,64.29722341512822,64.92005645660275,64.08392317994252,64.33135223388672,280500
2016-12-30,64.54464798118839,64.58730411961562,63.28190781255035,63.51227569580078,409700
2017-01-03,64.0156494289408,64.97977041531988,63.03446729218026,64.2886734008789,808800
2017-01-04,64.60436656646526,64.98830432834264,63.691441957431714,64.94564819335938,598500
2017-01-05,64.67262972154914,65.17601511945495,63.401355715442904,64.33988189697266,521000
2017-01-06,64.3228178898207,65.05657121377116,63.96447505981881,64.86886596679688,564500
2017-01-09,64.55318025736177,64.74941281009276,63.657316749693884,64.25455474853516,555700
2017-01-10,64.38254528602054,65.1674886267814,64.14365005269391,64.527587890625,352600
